Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-01-02 00:00:00-05:00,15.45961181841991,15.749591575889735,15.201346264522344,15.695220947265625,14848985,0.0,0.0
2009-01-05 00:00:00-05:00,15.269314605752037,15.269314605752037,14.426557680588395,14.716538429260254,36096596,0.0,0.0
2009-01-06 00:00:00-05:00,14.807157802123438,14.838873856426495,14.263443088394489,14.480928421020508,28001608,0.0,0.0
2009-01-07 00:00:00-05:00,14.628034099972396,14.922249440001831,14.503912310161024,14.664811134338379,22727743,0.431429,0.0
2009-01-08 00:00:00-05:00,14.646420470951924,14.954427387459623,14.577463307895691,14.890068054199219,17421465,0.0,0.0
2009-01-09 00:00:00-05:00,14.940638954242822,15.00499829720184,14.715379851538605,14.78433609008789,18603481,0.0,0.0
2009-01-12 00:00:00-05:00,14.811921281319941,14.913057672098248,14.508511174086468,14.61424446105957,23908906,0.0,0.0
2009-01-13 00:00:00-05:00,14.61883898654208,14.63722843813619,14.122350905554773,14.480926513671875,20567359,0.0,0.0
2009-01-14 00:00:00-05:00,14.315426759552043,14.375189192130854,13.93846271647225,14.04879379272461,20324900,0.0,0.0
2009-01-15 00:00:00-05:00,13.864911009016357,13.920076556466345,13.138566971504067,13.745386123657227,32078530,0.0,0.0
2009-01-16 00:00:00-05:00,14.048796999501965,14.067185516408053,13.501739322719658,13.772969245910645,20473105,0.0,0.0
2009-01-20 00:00:00-05:00,13.782165607935815,14.067187186366752,13.690223012490588,13.731596946716309,23933429,0.0,0.0
2009-01-21 00:00:00-05:00,13.90628406882117,14.232679503042384,13.759176886358373,14.205097198486328,18714795,0.0,0.0
2009-01-22 00:00:00-05:00,14.126946225701895,14.126946225701895,13.49254387279007,13.864910125732422,19628549,0.0,0.0
2009-01-23 00:00:00-05:00,13.685625340485348,14.140740460960872,13.45576933235409,13.993632316589355,16291480,0.0,0.0
2009-01-26 00:00:00-05:00,13.947658269443872,14.402773315373063,13.910882174273269,14.246471405029297,22147184,0.0,0.0
2009-01-27 00:00:00-05:00,13.653444353470281,13.892495073249425,13.31325725815686,13.772969245910645,33535418,0.0,0.0
2009-01-28 00:00:00-05:00,13.79135482029402,14.251066709963702,13.667233058834348,14.214290618896484,26533950,0.0,0.0
2009-01-29 00:00:00-05:00,14.177509702122832,14.177509702122832,13.658034586647938,13.897085189819336,17343204,0.0,0.0
2009-01-30 00:00:00-05:00,13.91548213760676,14.090172601503427,13.639655286169608,13.731596946716309,17744744,0.0,0.0
2009-02-02 00:00:00-05:00,13.915474893534208,14.205093217244213,13.681022098373449,14.062582969665527,15420375,0.0,0.0
2009-02-03 00:00:00-05:00,14.370598109630754,14.563677103710912,14.099368138656178,14.508511543273926,18076340,0.0,0.0
2009-02-04 00:00:00-05:00,14.549882606595895,14.64182518916757,14.025810353386547,14.071782112121582,18991480,0.0,0.0
2009-02-05 00:00:00-05:00,13.76837298412085,14.490121137281438,13.76837298412085,14.33841609954834,22565783,0.0,0.0
2009-02-06 00:00:00-05:00,14.398173789806197,14.802720111755804,14.25566352549935,14.582058906555176,18549956,0.0,0.0
2009-02-09 00:00:00-05:00,14.696990024152095,14.701587854523407,14.37978927814728,14.430357933044434,15534994,0.0,0.0
2009-02-10 00:00:00-05:00,14.388985331099908,14.480927923529945,13.699417290222362,13.791358947753906,21573022,0.0,0.0
2009-02-11 00:00:00-05:00,13.952255232421534,13.97524064106178,13.621262917266492,13.782161712646484,13400840,0.0,0.0
2009-02-12 00:00:00-05:00,13.690216540000444,13.7453820711863,13.317850373118517,13.726993560791016,18384158,0.0,0.0
2009-02-13 00:00:00-05:00,13.667234626988716,13.887896808099695,13.529321231243514,13.589083671569824,14983863,0.0,0.0
2009-02-17 00:00:00-05:00,13.235107502787287,13.446574999055349,12.904115103171732,12.991460800170898,20988838,0.0,0.0
2009-02-18 00:00:00-05:00,13.07880807691585,13.101794430739421,12.720233297930697,12.904117584228516,19650087,0.0,0.0
2009-02-19 00:00:00-05:00,13.097191285309327,13.179940068724672,12.835156120039247,12.867335319519043,15800910,0.0,0.0
2009-02-20 00:00:00-05:00,12.697240430033913,13.33164271534601,12.697240430033913,13.244297981262207,30270000,0.0,0.0
