Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-01-02 00:00:00-05:00,23.553339895080505,24.337569840624028,23.363890787944513,24.209800720214844,7452887,0.0,0.0
2009-01-05 00:00:00-05:00,23.93224168091827,24.22302379671576,23.70314223852778,23.923431396484375,8679595,0.0,0.0
2009-01-06 00:00:00-05:00,24.055603848603116,24.456531870199484,23.835314695303445,24.178966522216797,8198922,0.0,0.0
2009-01-07 00:00:00-05:00,23.6370510410308,23.751600739365735,23.28018251612466,23.579774856567383,9223033,0.0,0.0
2009-01-08 00:00:00-05:00,23.42557649827801,23.685518608380534,23.249344106582672,23.57537269592285,9489985,0.0,0.0
2009-01-09 00:00:00-05:00,23.72517530508977,23.79126179474779,23.152421277065617,23.218507766723633,7029736,0.0,0.0
2009-01-12 00:00:00-05:00,23.20528594010431,23.40354536582317,22.910097369520752,23.068706512451172,7191337,0.0,0.0
2009-01-13 00:00:00-05:00,22.945351741530526,23.161234479640907,22.16112138195427,22.381410598754883,11097894,0.0,0.0
2009-01-14 00:00:00-05:00,21.984890878757195,22.249238213229955,21.698513820822015,22.042165756225586,9412283,0.0,0.0
2009-01-15 00:00:00-05:00,22.0421587915124,22.253637660506417,21.227088657467952,21.892362594604492,10112873,0.0,0.0
2009-01-16 00:00:00-05:00,22.27127352252003,22.689822349722334,21.861533649259513,22.51358985900879,13003899,0.0,0.0
2009-01-20 00:00:00-05:00,22.425467085406783,22.579669783879314,21.65445225774772,21.74697494506836,12569626,0.0,0.0
2009-01-21 00:00:00-05:00,21.84830868457309,21.980481667731823,20.79091947811747,21.698511123657227,19011591,0.0,0.0
2009-01-22 00:00:00-05:00,21.43856785249706,21.742566747289356,21.03323465747771,21.566335678100586,12492400,0.0,0.0
2009-01-23 00:00:00-05:00,20.905469235516758,21.213874643528772,20.680774896908122,20.887845993041992,9889459,0.0,0.0
2009-01-26 00:00:00-05:00,21.103729260555237,21.777814921895,20.923091699557617,21.442975997924805,10202016,0.0,0.0
2009-01-27 00:00:00-05:00,21.70292440170109,21.96286530649413,21.381302128970137,21.69411277770996,8035414,0.0,0.0
2009-01-28 00:00:00-05:00,21.78222261641178,22.5003650871071,21.78222261641178,22.31972885131836,8048603,0.0,0.0
2009-01-29 00:00:00-05:00,22.02894434621113,22.112654073008652,21.368075481706267,21.44738006591797,9786174,0.0,0.0
2009-01-30 00:00:00-05:00,21.473818757006185,21.962860441954216,20.861413028209295,21.14338493347168,10778187,0.0,0.0
2009-02-02 00:00:00-05:00,20.821760966481857,21.222687758048412,20.680776352060114,20.94512367248535,9959534,0.0,0.0
2009-02-03 00:00:00-05:00,21.253527171729168,21.429759603941907,20.77329713219071,21.28436851501465,8626840,0.0,0.0
2009-02-04 00:00:00-05:00,21.266746378405475,21.52668856179707,20.86141309852122,20.940717697143555,8887118,0.0,0.0
2009-02-05 00:00:00-05:00,20.808546912885202,21.3812997376575,20.495734963833815,21.16982078552246,10534434,0.0,0.0
2009-02-06 00:00:00-05:00,21.222686997196096,21.839497834507284,21.143383738619193,21.601585388183594,11399168,0.0,0.0
2009-02-09 00:00:00-05:00,21.62801485755681,21.971666676652138,21.412130851292286,21.861520767211914,11096305,0.0,0.0
2009-02-10 00:00:00-05:00,21.698512991780795,21.93202030684042,20.597066919641392,20.733646392822266,12868358,0.0,0.0
2009-02-11 00:00:00-05:00,20.82176037891381,21.161007143201974,20.707209298000215,20.980369567871094,7171475,0.0,0.0
2009-02-12 00:00:00-05:00,20.53097351190522,20.71161104597899,20.006685484172475,20.667552947998047,10144494,0.0,0.0
2009-02-13 00:00:00-05:00,20.768883160535218,21.130158180930476,20.610275364064336,20.746854782104492,7066442,0.0,0.0
2009-02-17 00:00:00-05:00,20.25341251939761,20.579439822507783,19.905355496362017,20.12564468383789,17277197,0.0,0.0
2009-02-18 00:00:00-05:00,20.327813876868678,20.39446209815329,19.78129496105434,19.92792320251465,10109695,0.242291,0.0
2009-02-19 00:00:00-05:00,20.083430398842587,20.40778760060634,19.821280163604513,19.870155334472656,8789871,0.0,0.0
2009-02-20 00:00:00-05:00,19.56357801666772,19.861274404147814,19.230334204039767,19.545804977416992,13555600,0.0,0.0
2009-02-23 00:00:00-05:00,19.612450074708143,19.763520884255943,18.75934836661209,18.817110061645508,11951346,0.0,0.0
2009-02-24 00:00:00-05:00,18.82600125325326,19.261438029133153,18.554963073315886,19.105924606323242,14991262,0.0,0.0
2009-02-25 00:00:00-05:00,18.954848587729657,18.954848587729657,18.243929943575537,18.448318481445312,16282483,0.0,0.0
2009-02-26 00:00:00-05:00,18.550513272711537,18.69714012936541,18.22171483817661,18.261703491210938,12507178,0.0,0.0
2009-02-27 00:00:00-05:00,18.043987190369034,18.372787020595883,17.817381647198548,18.141738891601562,20708643,0.0,0.0
2009-03-02 00:00:00-05:00,17.875140299155223,17.91957287971156,17.364167642726166,17.404157638549805,21078403,0.0,0.0
2009-03-03 00:00:00-05:00,17.541900309957306,17.56411592988233,17.06647365441816,17.128679275512695,18272706,0.0,0.0
2009-03-04 00:00:00-05:00,17.404161263236706,17.701857594995232,17.275307426110455,17.399717330932617,15476542,0.0,0.0
2009-03-05 00:00:00-05:00,16.924295355257456,17.270868305689813,16.711020211393897,16.8487606048584,17156910,0.0,0.0
2009-03-06 00:00:00-05:00,16.990938741837645,17.230873359603553,16.76877715847262,17.124235153198242,19368639,0.0,0.0
2009-03-09 00:00:00-04:00,16.897626181243446,17.217540735015984,16.617702966661117,16.68879508972168,12328892,0.0,0.0
2009-03-10 00:00:00-04:00,17.01314963291157,18.123958587646484,16.853193714407503,18.123958587646484,19292208,0.0,0.0
2009-03-11 00:00:00-04:00,18.15062305996828,18.52385543334276,17.92846147803067,18.24393081665039,16024747,0.0,0.0
2009-03-12 00:00:00-04:00,18.137294361633995,18.657152259485887,17.77294849728606,18.572731018066406,12222906,0.0,0.0
2009-03-13 00:00:00-04:00,18.42166984771672,18.626058491763313,17.906252956962998,18.026220321655273,14433205,0.0,0.0
